ID_Cliente,Cancelou,Genero,Idoso,Tem_Conjuge,Tem_Dependentes,Meses_Permanencia,Servico_Telefone,Multiplas_Linhas,Tipo_Internet,Seguranca_Online,Backup_Online,Protecao_Dispositivo,Suporte_Tecnico,Streaming_TV,Streaming_Filmes,Tipo_Contrato,Fatura_Digital,Metodo_Pagamento,Cobranca_Mensal,Cobranca_Total
6258-PVZWJ,Não,Masculino,0,Sim,Não,68,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Cartão de crédito,90.8,630285.0
6259-WJQLC,Não,Masculino,1,Não,Não,32,Sim,Sim,Fibra optica,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Cartão de crédito,81.1,261925.0
6260-ONULR,Não,Masculino,0,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque enviado,62.8,628.0
6260-XLACS,Não,Masculino,0,Não,Não,4,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Anual,Não,Cheque enviado,19.7,1178.0
6261-LHRTG,Não,Feminino,0,Não,Não,26,Sim,Não,DSL,Não,Sim,Sim,Não,Não,Não,Mensal,Sim,Cartão de crédito,54.75,14069.0
6261-RCVNS,Sim,Feminino,0,Não,Não,42,Sim,Não,DSL,Sim,Sim,Sim,Sim,Não,Sim,Anual,Não,Cartão de crédito,73.9,316055.0
6265-FRMTQ,Não,Masculino,0,Não,Não,31,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Transf. bancária,20.4,6091.0
6265-SXWBU,Não,Masculino,0,Sim,Sim,69,Sim,Sim,Fibra optica,Não,Sim,Sim,Não,Sim,Não,Anual,Não,Cartão de crédito,95.75,651125.0
6266-QHOJZ,Não,Feminino,0,Não,Não,65,Sim,Sim,Fibra optica,Sim,Sim,Não,Sim,Não,Não,Anual,Sim,Cheque eletrônico,89.85,584465.0
6267-DCFFZ,Não,Feminino,1,Sim,Não,30,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,90.05,26272.0
6270-OMFIW,Sim,Masculino,0,Sim,Não,60,Sim,Não,Fibra optica,Não,Sim,Não,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,94.4,561025.0
6275-YDUVO,Sim,Feminino,0,Não,Não,2,Sim,Não,Fibra optica,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Cheque enviado,86.2,1787.0
6278-FEPBZ,Não,Feminino,0,Não,Não,9,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cheque enviado,20.25,18615.0
6281-FKEWS,Não,Feminino,0,Não,Não,44,Não,Sem telefone,DSL,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,49.05,2265.0
6283-GITPX,Não,Masculino,0,Não,Sim,71,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Não,Bianual,Sim,Cartão de crédito,76.9,55227.0
6284-AHOOQ,Sim,Masculino,1,Não,Não,22,Sim,Sim,Fibra optica,Não,Não,Não,Sim,Sim,Não,Mensal,Sim,Transf. bancária,90.5,19106.0
6284-KMNUF,Não,Feminino,0,Sim,Não,56,Sim,Sim,Fibra optica,Sim,Não,Não,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,98.0,52706.0
6285-FTQBF,Não,Masculino,0,Sim,Sim,72,Sim,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Cartão de crédito,25.55,18677.0
6286-SUUWT,Não,Masculino,0,Não,Não,1,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cheque enviado,19.95,1995.0
6286-ZHAOK,Não,Feminino,0,Sim,Sim,20,Sim,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Sim,Transf. bancária,25.55,5074.0
6288-CHQJB,Não,Feminino,0,Sim,Sim,54,Sim,Não,DSL,Sim,Não,Sim,Sim,Não,Sim,Bianual,Não,Transf. bancária,69.95,387185.0
6288-LBEAR,Não,Feminino,0,Não,Não,23,Sim,Não,Fibra optica,Não,Sim,Não,Sim,Não,Não,Mensal,Sim,Cheque enviado,79.1,178375.0
6289-CPNLD,Sim,Masculino,0,Sim,Sim,33,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Anual,Sim,Cheque enviado,73.9,240505.0
6292-TOSSS,Não,Masculino,0,Não,Não,50,Sim,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Transf. bancária,24.9,119525.0
6295-OSINB,Não,Masculino,0,Sim,Não,72,Sim,Sim,Fibra optica,Sim,Sim,Sim,Não,Sim,Sim,Bianual,Sim,Cheque eletrônico,109.65,788025.0
6296-DDOOR,Não,Feminino,0,Não,Não,19,Sim,Não,DSL,Não,Sim,Não,Não,Sim,Não,Anual,Não,Cheque eletrônico,58.2,104525.0
6297-NOOPG,Não,Feminino,0,Sim,Não,70,Sim,Sim,Fibra optica,Não,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Cheque eletrônico,110.5,775205.0
6298-QDFNH,Sim,Masculino,0,Não,Não,22,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,79.35,173035.0
6300-BWMJX,Não,Feminino,0,Sim,Não,59,Sim,Sim,Fibra optica,Não,Não,Sim,Sim,Sim,Não,Mensal,Não,Cheque eletrônico,93.35,53865.0
6302-JGYRJ,Sim,Masculino,0,Não,Sim,31,Sim,Sim,DSL,Não,Sim,Não,Sim,Sim,Sim,Anual,Sim,Cheque enviado,79.45,25877.0
6303-KFWSL,Não,Feminino,0,Não,Não,29,Sim,Sim,DSL,Não,Sim,Não,Não,Não,Não,Anual,Sim,Cheque eletrônico,55.25,16202.0
6304-IJFSQ,Sim,Masculino,0,Não,Não,3,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,49.9,1301.0
6305-YLBMM,Sim,Masculino,0,Não,Não,69,Sim,Não,Fibra optica,Não,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Transf. bancária,104.05,7262.0
6308-CQRBU,Não,Feminino,0,Sim,Não,71,Sim,Sim,Fibra optica,Não,Sim,Sim,Sim,Sim,Sim,Bianual,Não,Cheque eletrônico,109.25,77077.0
6311-UEUME,Sim,Feminino,0,Não,Não,29,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,78.9,238415.0
6313-GIDIT,Sim,Masculino,1,Não,Não,53,Não,Sem telefone,DSL,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,54.45,285455.0
6317-YPKDH,Sim,Feminino,0,Não,Não,1,Não,Sem telefone,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Não,Transf. bancária,29.95,2995.0
6319-IEJWJ,Sim,Masculino,0,Sim,Sim,20,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,90.2,177655.0
6319-QSUSR,Não,Feminino,0,Não,Sim,11,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cartão de crédito,19.7,2162.0
6322-HRPFA,Não,Masculino,0,Sim,Sim,49,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Mensal,Não,Cartão de crédito,59.6,29703.0
6322-PJJDJ,Não,Masculino,0,Sim,Não,49,Sim,Não,Fibra optica,Não,Sim,Não,Não,Sim,Sim,Bianual,Sim,Cheque eletrônico,94.8,469065.0
6323-AYBRX,Sim,Masculino,0,Não,Não,59,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Cheque enviado,19.35,10996.0
6326-MTTXK,Sim,Masculino,0,Não,Não,8,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Sim,Sim,Mensal,Não,Cheque eletrônico,100.85,81955.0
6328-ZPBGN,Sim,Feminino,1,Não,Não,11,Sim,Sim,Fibra optica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Transf. bancária,95.15,99765.0
6330-JKLPC,Sim,Masculino,0,Sim,Não,11,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Transf. bancária,80.5,8969.0
6331-EWIEB,Sim,Masculino,0,Não,Não,20,Sim,Sim,Fibra optica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,85.25,17345.0
6331-LWDTQ,Sim,Masculino,0,Não,Não,10,Sim,Sim,DSL,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cartão de crédito,72.15,79425.0
6332-FBZRI,Não,Masculino,0,Sim,Sim,67,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Não,Anual,Sim,Cartão de crédito,69.35,465325.0
6333-YDVLT,Não,Masculino,0,Não,Não,65,Sim,Sim,Fibra optica,Sim,Não,Sim,Sim,Sim,Sim,Anual,Sim,Cartão de crédito,110.0,713865.0
6338-AVWCY,Sim,Masculino,0,Não,Não,3,Não,Sem telefone,DSL,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Cheque enviado,40.15,13075.0
6339-DKLMK,Não,Feminino,0,Não,Não,13,Não,Sem telefone,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,31.65,38995.0
6339-RZCBJ,Não,Masculino,0,Não,Não,48,Sim,Não,DSL,Não,Sim,Sim,Sim,Sim,Sim,Bianual,Não,Cartão de crédito,78.9,37715.0
6339-TBELP,Não,Masculino,0,Não,Não,71,Sim,Sim,Fibra optica,Não,Não,Sim,Sim,Não,Não,Bianual,Sim,Cartão de crédito,86.4,6172.0
6339-YPSAH,Não,Masculino,0,Não,Não,9,Sim,Não,Fibra optica,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Cheque eletrônico,73.8,7043.0
6340-DACFT,Não,Feminino,0,Sim,Sim,50,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Cartão de crédito,20.55,107025.0
6341-AEVKX,Não,Feminino,0,Sim,Não,62,Sim,Não,Fibra optica,Sim,Não,Sim,Sim,Sim,Sim,Anual,Sim,Cheque eletrônico,104.3,661365.0
6341-JVQGF,Não,Feminino,0,Sim,Sim,31,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Anual,Sim,Cheque enviado,81.15,254575.0
6344-SFJVH,Não,Feminino,0,Não,Não,20,Não,Sem telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cartão de crédito,24.9,50595.0
6345-FZOQH,Não,Masculino,0,Sim,Não,69,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Cheque enviado,19.9,136345.0
6345-HOVES,Não,Masculino,0,Não,Não,34,Não,Sem telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transf. bancária,25.05,8527.0
6345-ULYRW,Sim,Masculino,1,Sim,Não,44,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Não,Sim,Anual,Não,Cheque enviado,88.4,39129.0
6347-DCUIK,Sim,Masculino,0,Não,Não,10,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,74.15,8118.0
6348-SNFUS,Não,Masculino,0,Sim,Sim,72,Não,Sem telefone,DSL,Sim,Sim,Sim,Sim,Não,Sim,Bianual,Sim,Cartão de crédito,55.45,41792.0
6349-JDHQP,Não,Feminino,0,Não,Não,53,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Cartão de crédito,19.85,10496.0
6350-XFYGW,Não,Masculino,1,Não,Não,4,Sim,Não,Fibra optica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,94.75,4224.0
6351-SCJKT,Não,Masculino,0,Não,Não,3,Não,Sem telefone,DSL,Sim,Não,Sim,Sim,Não,Não,Mensal,Não,Cheque enviado,41.35,10725.0
6352-GIGGQ,Não,Masculino,0,Não,Não,67,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Transf. bancária,88.8,590315.0
6352-TWCAU,Sim,Feminino,0,Não,Não,35,Sim,Sim,Fibra optica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,86.45,30291.0
6353-BRMMA,Não,Feminino,0,Sim,Sim,54,Sim,Sim,Fibra optica,Sim,Sim,Não,Não,Sim,Sim,Mensal,Sim,Transf. bancária,104.1,56458.0
6356-ELRKD,Sim,Feminino,0,Não,Não,1,Sim,Não,Fibra optica,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,95.6,956.0
6357-JJPQT,Não,Feminino,0,Não,Não,3,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,80.5,23235.0
6358-LYNGM,Sim,Masculino,0,Não,Não,1,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.9,749.0
6360-SVNWV,Não,Feminino,1,Não,Não,31,Sim,Não,Fibra optica,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de crédito,73.55,209465.0
6362-QHAFM,Não,Masculino,0,Sim,Não,42,Sim,Sim,Fibra optica,Não,Não,Sim,Sim,Sim,Sim,Anual,Sim,Cheque eletrônico,108.3,458615.0
6365-HITVU,Não,Feminino,0,Sim,Sim,71,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Não,Cartão de crédito,87.25,63287.0
6365-MTGZX,Sim,Masculino,0,Não,Não,24,Sim,Não,Fibra optica,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,96.0,212245.0
6366-XIVKZ,Não,Feminino,0,Sim,Sim,13,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Sim,Mensal,Sim,Cheque enviado,63.15,8168.0
6366-ZGQGL,Sim,Masculino,0,Não,Não,1,Não,Sem telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Transf. bancária,24.8,248.0
6368-NWMCE,Não,Feminino,0,Não,Não,38,Sim,Sim,DSL,Não,Sim,Não,Sim,Não,Sim,Mensal,Não,Cartão de crédito,68.15,26563.0
6368-TZZDT,Não,Masculino,0,Sim,Sim,4,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Cartão de crédito,19.5,9685.0
6369-MCAKO,Não,Feminino,0,Sim,Sim,68,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Transf. bancária,89.05,61858.0
6370-ZVHDV,Não,Feminino,0,Sim,Não,61,Sim,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Transf. bancária,25.3,15549.0
6371-NZYEG,Não,Masculino,0,Sim,Sim,16,Sim,Não,DSL,Sim,Não,Sim,Não,Sim,Não,Bianual,Não,Cheque enviado,64.25,1024.0
6372-RFVNS,Sim,Feminino,0,Sim,Não,1,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Não,Mensal,Não,Cheque eletrônico,78.8,788.0
6374-AFWOX,Não,Masculino,0,Sim,Não,46,Sim,Não,DSL,Sim,Sim,Sim,Sim,Não,Não,Bianual,Não,Cheque enviado,65.65,304715.0
6374-NTQLP,Não,Masculino,1,Sim,Sim,72,Sim,Não,Fibra optica,Sim,Não,Sim,Sim,Sim,Sim,Bianual,Sim,Cartão de crédito,104.1,74477.0
6376-GAHQE,Sim,Masculino,0,Não,Não,4,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Não,Mensal,Não,Cheque eletrônico,77.85,2992.0
6377-KSLXC,Não,Masculino,0,Não,Não,5,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cheque enviado,19.95,10705.0
6377-WHAOX,Não,Feminino,0,Sim,Não,60,Sim,Sim,Fibra optica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,106.15,641125.0
6379-RXJRQ,Sim,Masculino,0,Sim,Não,10,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,70.1,65965.0
6380-ARCEH,Não,Masculino,0,Não,Não,1,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cheque enviado,20.2,202.0
6383-ZTSIW,Não,Feminino,1,Sim,Não,39,Sim,Não,Fibra optica,Sim,Sim,Não,Não,Sim,Sim,Anual,Não,Cheque enviado,99.1,387795.0
6384-VMJHP,Não,Feminino,0,Não,Não,72,Sim,Não,DSL,Sim,Sim,Sim,Sim,Não,Sim,Bianual,Sim,Cartão de crédito,73.0,52652.0
6386-SZZKH,Sim,Feminino,0,Sim,Sim,49,Sim,Sim,Fibra optica,Não,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Transf. bancária,107.95,52932.0
6388-TABGU,Não,Masculino,0,Não,Sim,62,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Anual,Não,Transf. bancária,56.15,348795.0
6390-DSAZX,Sim,Feminino,0,Não,Sim,1,Sim,Não,Fibra optica,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,73.6,736.0
6393-WRYZE,Sim,Feminino,0,Sim,Não,34,Sim,Sim,Fibra optica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,97.65,320755.0
6394-HHHZM,Não,Masculino,0,Não,Não,3,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cheque enviado,20.7,575.0
6394-MFYNG,Sim,Feminino,0,Não,Não,48,Sim,Sim,Fibra optica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Transf. bancária,107.4,51213.0
6397-JNZZG,Sim,Feminino,1,Sim,Não,43,Não,Sem telefone,DSL,Não,Sim,Sim,Não,Sim,Sim,Mensal,Não,Cartão de crédito,55.55,23422.0
6400-BWQKW,Sim,Feminino,0,Não,Não,6,Sim,Sim,Fibra optica,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,79.05,4345.0
6402-EJMWF,Não,Masculino,0,Não,Não,4,Sim,Não,DSL,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque enviado,55.3,2385.0
6402-SSEJG,Não,Feminino,0,Não,Não,25,Não,Sem telefone,DSL,Sim,Sim,Sim,Não,Sim,Sim,Anual,Não,Cheque eletrônico,61.05,15402.0
6402-ZFPPI,Sim,Feminino,1,Não,Não,25,Sim,Sim,Fibra optica,Sim,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque enviado,102.8,26602.0
6407-GSJNL,Não,Feminino,0,Não,Não,51,Sim,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Transf. bancária,24.95,1288.0
6407-UTSLV,Não,Feminino,1,Não,Não,2,Sim,Não,Fibra optica,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Transf. bancária,83.8,1637.0
6408-OTUBZ,Não,Feminino,0,Não,Não,66,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Não,Anual,Sim,Transf. bancária,104.55,677905.0
6408-WHTEF,Não,Masculino,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Cheque enviado,89.4,637655.0
6410-LEFEN,Sim,Feminino,0,Não,Não,9,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,45.15,41645.0
6413-XKKPU,Sim,Masculino,0,Sim,Sim,17,Sim,Não,Fibra optica,Sim,Não,Sim,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,89.4,153945.0
6416-JNVRK,Não,Feminino,0,Não,Não,46,Sim,Não,DSL,Não,Não,Não,Não,Não,Sim,Anual,Não,Cartão de crédito,55.65,268885.0
6416-TVAIH,Sim,Masculino,0,Sim,Sim,1,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,68.5,685.0
6416-YJTTB,Não,Masculino,0,Não,Não,11,Sim,Não,Fibra optica,Sim,Não,Sim,Não,Não,Não,Mensal,Sim,Transf. bancária,79.5,79565.0
6418-HNFED,Não,Masculino,0,Sim,Não,51,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Cartão de crédito,83.25,408945.0
6418-PIQSP,Não,Feminino,0,Sim,Não,62,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bianual,Não,Cheque enviado,81.0,49859.0
6419-ZTTLE,Não,Masculino,1,Sim,Não,23,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Anual,Sim,Cheque eletrônico,20.75,4852.0
6421-SZVEM,Não,Feminino,0,Sim,Sim,28,Sim,Não,Fibra optica,Sim,Não,Não,Não,Não,Sim,Anual,Sim,Transf. bancária,82.85,23208.0
6424-ELEYH,Sim,Feminino,0,Sim,Não,3,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de crédito,74.75,2295.0
6425-JWTDV,Não,Masculino,0,Sim,Não,48,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Cheque enviado,19.25,8551.0
6425-YQLLO,Sim,Feminino,1,Sim,Não,66,Sim,Sim,Fibra optica,Não,Não,Sim,Sim,Sim,Sim,Anual,Sim,Cartão de crédito,105.95,697525.0
6427-FEFIG,Não,Feminino,0,Sim,Sim,24,Sim,Sim,DSL,Sim,Não,Sim,Não,Sim,Sim,Bianual,Não,Cartão de crédito,78.6,184665.0
6429-SHBCB,Não,Masculino,0,Não,Não,19,Sim,Sim,DSL,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Cheque enviado,69.6,139455.0
6432-TWQLB,Sim,Masculino,0,Sim,Não,5,Sim,Sim,Fibra optica,Não,Sim,Não,Sim,Não,Não,Mensal,Sim,Cheque eletrônico,85.4,4011.0
6434-TTGJP,Não,Masculino,0,Sim,Sim,10,Não,Sem telefone,DSL,Sim,Sim,Sim,Sim,Não,Sim,Bianual,Não,Cartão de crédito,53.7,521.0
6435-SRWBJ,Não,Feminino,0,Não,Não,5,Sim,Sim,Fibra optica,Não,Não,Sim,Sim,Não,Não,Mensal,Sim,Cheque eletrônico,82.75,41775.0
6435-VWCCY,Não,Masculino,1,Sim,Não,65,Sim,Sim,Fibra optica,Sim,Sim,Não,Não,Sim,Não,Bianual,Sim,Cartão de crédito,92.7,59684.0
6437-UDQJM,Não,Feminino,1,Sim,Não,72,Sim,Sim,DSL,Sim,Sim,Sim,Não,Sim,Sim,Bianual,Sim,Cartão de crédito,84.1,612965.0
6437-UKHMV,Sim,Feminino,0,Não,Não,7,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,79.7,58605.0
6439-GTPCA,Sim,Feminino,0,Não,Não,45,Sim,Sim,Fibra optica,Não,Não,Sim,Sim,Não,Não,Mensal,Sim,Cheque eletrônico,87.25,39417.0
6439-LAJXL,Não,Masculino,0,Sim,Não,9,Sim,Não,DSL,Sim,Sim,Não,Sim,Sim,Não,Mensal,Sim,Cheque enviado,68.95,59385.0
6439-PKTRR,Não,Feminino,0,Sim,Sim,70,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Não,Bianual,Não,Cheque eletrônico,80.7,561795.0
6440-DKQGE,Não,Masculino,0,Não,Sim,30,Sim,Não,DSL,Não,Sim,Sim,Não,Sim,Não,Anual,Não,Cartão de crédito,64.5,192995.0
6445-TNRXS,Não,Masculino,0,Sim,Sim,68,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Transf. bancária,114.7,784985.0
6447-EGDIV,Não,Feminino,0,Não,Não,31,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Anual,Não,Cheque enviado,20.95,68325.0
6447-GORXK,Não,Masculino,0,Não,Sim,31,Não,Sem telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cartão de crédito,25.0,7892.0
6457-GIRWB,Sim,Masculino,0,Não,Não,1,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,69.35,6935.0
6457-USBER,Sim,Masculino,0,Não,Não,1,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,80.8,808.0
6458-CYIDZ,Não,Feminino,1,Não,Não,5,Sim,Não,Fibra optica,Sim,Sim,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,80.7,3748.0
6461-PPAXN,Não,Feminino,0,Sim,Sim,35,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,Anual,Sim,Transf. bancária,54.95,1916.0
6461-SZMCV,Não,Feminino,0,Sim,Não,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Não,Transf. bancária,87.95,636535.0
6463-HHXJR,Não,Feminino,0,Sim,Sim,71,Sim,Sim,Fibra optica,Sim,Sim,Sim,Não,Sim,Não,Bianual,Não,Transf. bancária,100.5,703065.0
6463-MVYRY,Não,Feminino,1,Não,Não,57,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Não,Bianual,Não,Transf. bancária,69.85,4003.0
6464-KEXXH,Não,Masculino,0,Não,Não,8,Não,Sem telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de crédito,25.25,1863.0
6465-GSRCL,Não,Feminino,0,Não,Sim,67,Sim,Sim,Fibra optica,Não,Sim,Não,Sim,Sim,Sim,Anual,Sim,Transf. bancária,106.6,72447.0
6467-CHFZW,Sim,Masculino,0,Sim,Sim,47,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,99.35,474915.0
6469-MRVET,Não,Masculino,0,Sim,Sim,1,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Anual,Sim,Cheque eletrônico,20.2,202.0
6469-QJKZW,Não,Feminino,0,Sim,Não,4,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cheque eletrônico,20.15,914.0
6473-ULUHT,Não,Masculino,0,Sim,Sim,16,Sim,Sim,DSL,Sim,Sim,Não,Sim,Sim,Sim,Mensal,Não,Cheque eletrônico,84.9,139825.0
6474-FVJLC,Sim,Masculino,0,Não,Não,2,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,86.0,16545.0
6475-VHUIZ,Não,Feminino,0,Sim,Não,23,Sim,Não,DSL,Não,Não,Sim,Sim,Não,Não,Mensal,Não,Cheque eletrônico,54.25,122155.0
6476-EPYZR,Não,Masculino,0,Sim,Sim,12,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cheque enviado,20.5,2555.0
6476-YHMGA,Não,Feminino,0,Sim,Sim,15,Sim,Não,DSL,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Não,Transf. bancária,76.5,11556.0
